,all stations
336,4.46202775823e-05
337,-1.9203229805e-05
338,-4.54934883021e-05
339,-6.22043288941e-05
340,-1.78125799812e-05
341,-1.33714764692e-05
342,-4.42526866325e-05
343,1.65344016129e-05
344,-3.89432944645e-05
345,-7.46172709429e-06
346,-2.65750903532e-05
347,3.2822001642e-05
348,0.000169976899245
349,-1.75228740918e-05
350,-1.23965125867e-05
351,-2.33956485252e-05
352,0.00010463078752
353,1.66369178813e-05
354,-2.64710847767e-05
355,5.79497914802e-06
356,-9.71940769584e-06
357,0.000292201722581
358,-0.000244763098749
359,0.000522240155554
360,0.000206352662785
361,6.47767793324e-05
362,-1.98545418703e-05
363,-6.60139693676e-06
364,-3.12842251629e-05
365,-2.22362494806e-05
366,-1.57613966069e-05
367,-4.39637901701e-05
368,1.36054823901e-05
369,0.000116472003223
370,-6.62908850429e-05
371,2.48414208986e-05
372,0.000207064902986
373,-1.76032316458e-05
374,-1.19176738506e-05
375,-1.33725721414e-05
376,-4.13870195456e-06
377,-2.25689412142e-05
378,3.90210721679e-07
379,-1.01200192843e-05
380,-2.18930298593e-05
381,-1.6961539705e-05
382,-2.58874736248e-06
383,-1.0840645449e-05
384,-1.57561460707e-05
385,-2.88847442345e-05
386,-8.89608832508e-06
387,-1.18002773066e-05
388,-1.2878345477e-05
389,-2.60776889665e-05
390,-1.33451849145e-05
391,-1.28181952876e-05
392,-6.8685319293e-06
393,-7.11790646868e-06
394,-4.88616183331e-06
395,-1.21518868252e-05
396,-8.23579394238e-06
397,-2.88815115245e-05
398,-1.1121924865e-05
399,-1.29221983989e-05
400,-5.77408853622e-06
401,6.57027917961e-07
402,-1.90422057725e-06
403,-1.16485603976e-05
404,-1.20598401108e-05
405,-4.14872277091e-05
406,-8.95558666478e-06
407,-1.13424195745e-05
408,-1.64293906692e-05
409,-2.11247248467e-05
410,-4.830250461e-06
411,-1.12416607359e-05
412,-1.47900063729e-05
413,-4.98584804652e-05
414,-2.15216534579e-05
415,-1.36689732405e-05
416,-5.23130880356e-06
417,1.30498328221e-06
418,8.55651524007e-06
419,-9.31461934908e-06
420,-2.40782375915e-05
421,-2.04629180616e-05
422,-4.43619093471e-06
423,-1.11918711599e-05
424,-1.50645682525e-05
425,9.42086025265e-05
426,0.000158591276313
427,6.84921159302e-05
428,-0.000284847647129
429,-0.000732199620506
430,0.000322156701703
431,0.000122636507966
432,2.98620995853e-05
433,-2.21904193342e-05
434,1.54920486159e-06
435,4.81552120939e-05
436,1.54630450225e-05
437,-0.00034851172868
438,-6.99314196422e-05
439,1.18185323628e-05
440,-5.35841289522e-05
441,-9.95780050753e-05
442,-3.9897007745e-05
443,2.66596944486e-05
444,5.44835853659e-05
445,-3.88974209239e-05
446,3.23930440178e-05
447,1.23286170353e-05
448,-6.54587579088e-06
449,-1.25893037553e-05
450,-1.67580126827e-05
451,1.6591388779e-05
452,1.14126850591e-05
453,-5.64503580097e-06
454,-1.45181456243e-05
455,-2.19273467132e-05
456,1.74409872317e-05
457,7.61190668341e-06
458,-8.31798115053e-06
459,-1.08048012736e-05
460,-8.94115703423e-06
461,-1.38697838565e-05
462,-7.51548636158e-06
463,-1.25072252523e-05
464,-9.98473377156e-06
465,-6.81527449725e-06
466,1.48542013499e-05
467,4.93485748201e-06
468,-1.05158236953e-05
469,-1.10457266724e-05
470,-8.66761555895e-06
471,6.15790596464e-06
472,1.21819754292e-06
473,-1.35136865786e-05
474,-8.92499132465e-06
475,-2.32126571742e-07
476,1.05138796536e-05
477,-1.02475709754e-06
478,-1.53812276354e-05
479,-8.72939296695e-06
480,1.35312915459e-06
481,1.84426494543e-05
482,3.72281269251e-06
483,-1.22940798127e-05
484,-1.02749981217e-05
485,-7.66651610451e-06
486,8.85403706408e-06
487,9.2025642284e-06
488,-5.65331543398e-06
489,-1.42288531431e-05
490,-2.11516663829e-05
491,1.61507350821e-05
492,2.19959601155e-06
493,-1.03952235098e-05
494,-1.1335757284e-05
495,-1.50885776959e-05
496,4.44575002438e-05
497,3.08696606423e-05
498,2.52456029157e-06
499,-1.66391951449e-05
500,-3.53917215643e-05
501,7.22546034e-05
502,1.2568940107e-05
503,-2.33130864676e-05
504,-2.08702640501e-05
505,3.94624170219e-06
506,0.000569673747231
507,-6.86069851882e-05
508,-3.83013390953e-06
509,-3.01826737574e-05
510,-1.27793525556e-06
511,-1.36874200493e-05
512,1.55416313608e-05
513,7.6234095491e-05
514,2.9465403431e-05
515,2.85384582585e-05
516,-1.5254572214e-06
517,4.80139068354e-05
518,4.46110115299e-05
519,0.000223594131391
520,0.00724273754766
521,-0.000243477947131
522,-0.000147357389437
523,-6.56897960939e-05
524,-5.35580927735e-06
525,5.68949426553e-05
526,-3.05870038302e-05
527,-2.46951504788e-05
528,-2.43981260802e-05
529,-1.14409018658e-05
530,-3.73190345901e-05
531,-0.000112992469018
532,-6.74408382573e-06
533,-1.16934767432e-05
534,-0.000201877610326
535,-0.000400837077814
536,0.000164767446277
537,-4.0794669617e-05
538,9.05741872725e-05
539,3.50684431494e-05
540,-0.000141029537579
541,-0.000142867401663
542,-0.0013301396042
543,-0.000877976250063
544,4.15430547903e-05
545,0.00124099914516
546,-6.55683462733e-06
547,4.05682390717e-06
548,0.000120888075046
549,0.000301717528483
550,0.00053066038675
551,2.29762196778e-05
552,0.000187873455151
553,0.000255840698854
554,0.000279735287531
555,0.000390557003701
556,-0.000621571306266
557,-0.000985426407638
558,-0.00124841915142
559,0.00159419732904
560,0.00031924737819
561,0.000301216336088
562,6.69980597645e-05
563,0.00347993216948
564,-0.00089059910895
565,-0.000221436669356
566,-0.000107912240418
567,0.00144132874469
568,0.000666139572067
569,-6.59534436868e-05
570,8.21647710963e-05
571,0.000135808392693
572,-0.000754484406247
573,-0.000273687515052
574,-4.48731230481e-05
575,-0.000315994382562
576,-0.0013483045829
577,-0.000245541252008
578,-3.74818195568e-05
579,0.000108098426701
580,7.17689436571e-05
581,6.52267014788e-05
582,-5.96181506925e-05
583,6.42938264654e-05
584,0.00010563745576
585,4.26087347627e-08
586,8.65662076514e-05
587,0.00221759968496
588,0.000578163692398
589,0.000287601843889
590,4.46897458105e-05
591,-4.86987558757e-06
592,4.30119276632e-05
593,0.000417486160993
594,0.000260561204923
595,7.40376904952e-05
596,-4.01055667856e-05
597,-5.46187856368e-05
598,-0.000133741656616
599,-9.13314020861e-05
600,-6.11948454199e-05
601,5.06780805117e-05
602,0.000214727065248
603,-0.00241557045467
604,-0.00151634466511
605,0.000102410035918
606,-5.5025623112e-05
607,-0.000116754656881
608,0.00095070008559
609,0.000244507414389
610,0.00143612357165
611,0.0007166281552
612,0.000612229735304
613,0.000413606306604
614,-0.000810398314986
615,-0.000101157924551
616,0.000264700962202
617,0.000214780048413
618,-0.000834801341869
619,-0.000513471814994
620,0.000434788101828
621,0.00030438440407
622,0.000714225995927
623,0.000397189558765
624,0.000282238909359
625,0.000141263274346
626,9.34693502195e-05
627,0.000207037108561
628,0.000296140394159
629,7.96266854372e-05
630,-8.24265082561e-06
631,1.88262537484e-05
632,0.00222351174262
633,0.000758519778729
634,0.0149910258811
635,-0.000317104610831
636,-5.64279147927e-05
637,1.4026833853e-06
638,-0.000179167561145
639,-5.8097743759e-05
640,7.16095618072e-06
641,-6.63916784901e-05
642,3.30769598813e-05
643,-2.51551018887e-05
644,-0.000312872493537
645,-6.30709398844e-05
646,-6.96815323525e-07
647,-0.000166629851318
648,-6.67092296583e-06
649,-1.79904216079e-05
650,-0.000220944690097
651,-1.1159524611e-05
652,-1.24596097086e-05
653,0.00412080265333
654,3.80839393717e-05
655,-2.53282851493e-05
656,0.00401974416419
657,2.78368503693e-05
658,-2.32293711246e-05
659,-0.00022926556042
660,4.65298108956e-06
661,-2.32324452029e-05
662,-0.00024600380735
663,-1.24776028482e-07
664,-2.79645110575e-05
665,-0.000334020391773
666,-6.30668079076e-05
667,-4.65040620851e-06
668,-0.000174982506118
669,1.15519989864e-05
670,-3.31824484031e-05
671,-0.000354651155276
672,-4.81465386434e-05
673,-1.0654890877e-05
674,-0.00030681597629
675,2.98130869792e-05
676,-3.21428622159e-05
677,-0.00208785670534
678,0.000356808586795
679,-1.28984881421e-05
680,2.35834180493e-05
681,1.92183060994e-05
682,-0.000176849894735
683,-0.00039155035794
684,-3.68960602252e-05
685,-0.00188016731994
686,-0.000773994877501
687,9.50117625425e-05
688,0.0105390205391
689,0.00319747967302
690,0.00174041868111
691,0.000449362309931
692,-0.000765493748861
693,-0.000371799409487
694,-0.000310579224395
695,2.83766261123e-05
696,-1.11602916979e-05
697,-2.09630087959e-05
698,4.80132124633e-06
699,0.000373249024313
700,8.18627338798e-05
701,-1.38414648037e-05
702,1.42884707469e-06
703,-5.8725886983e-05
704,-0.000122272054146
705,-6.53232363837e-05
706,7.57569046648e-05
707,-8.24787696466e-05
708,0.00188009400897
709,-5.72307600624e-05
710,-0.000803689872633
711,-2.3021735647e-05
712,-6.78408997164e-05
713,-4.33667707707e-05
714,4.58325976409e-05
715,-3.06731052204e-05
716,-0.000106551967729
717,-5.83723782748e-05
718,5.81930638318e-05
719,0.000588131029248
720,0.000185398428301
721,4.98847740338e-06
722,-2.33460496458e-05
723,-0.00057789871092
724,-0.000315030077843
725,0.000107774123218
726,-0.00282279474746
727,2.28372281917e-05
728,-1.15367339729e-05
729,-1.09643185334e-05
730,-5.47480702112e-05
731,-9.73310248074e-05
732,-5.83745065086e-05
733,7.57383208544e-05
734,-0.00316954824185
735,7.28275842576e-05
736,-1.88731643896e-05
737,1.6903809513e-05
738,-0.000163579233803
739,-2.15439234834e-05
740,0.000147162215525
741,0.000417811779917
742,0.000799282088868
743,-0.00033313025655
744,2.42076707183e-06
745,0.000100433382443
746,0.00031761311865
747,0.000501743255666
748,-0.00193959199166
749,-0.000249342741814
750,0.00109561529177
751,-0.000184079136816
752,-0.000735571616054
753,0.000523782013481
754,0.00226057936945
755,-0.00078051231562
756,-0.000499761099582
757,0.00191012059113
758,-0.00192534735692
759,-0.000624191328043
760,-0.00157662044742
761,-0.000525183067266
762,-0.00140433732731
763,-0.000354417520594
764,0.000150763297569
765,0.000163983397508
766,0.00104095898205
767,0.00347739859484
768,-4.66381857045e-05
769,0.00130351064851
770,0.000627245744543
771,5.64966902139e-05
772,-0.000604039911788
773,-0.000419159883867
774,-2.84921900715e-05
775,-5.03261719909e-05
776,-3.3388162495e-06
777,7.02672396561e-05
778,0.000154867282759
779,-0.000147607301056
780,0.000818041437215
781,0.00114521766975
782,-0.000525171239565
783,-2.88992694547e-05
784,0.000139027066247
785,-0.0162731598833
786,-0.00296239190719
787,-0.00104374010075
788,-0.00142493246863
789,-0.00153388258764
790,0.000169338646941
791,-2.76771458594e-05
792,5.05785891725e-05
793,7.06803646114e-05
794,-1.44027470257e-05
795,9.47438146953e-05
796,-0.000819385406781
797,0.000820016717378
798,0.000170389741628
799,1.0362364573e-05
800,2.35750617272e-05
801,-0.000787728690984
802,4.90793274305e-05
803,2.93985611919e-05
804,4.41637360663e-05
805,-0.000693791511371
806,0.00105318754773
807,0.00030827000892
808,-2.77688825142e-05
809,-0.000294291102568
810,0.000217340584339
811,0.0012994786757
812,0.000315680905492
813,-2.99123083661e-05
814,-0.000370900946508
815,-0.00074667184275
816,-0.000431360257537
817,-0.000405356907409
818,-0.000134593968224
819,3.80043850412e-06
820,-0.00158341013631
821,0.00762134396742
822,0.00293555543592
823,-0.000636727096445
824,0.00985157144289
825,0.000150644975102
826,9.09994485958e-05
827,-3.41126271887e-05
828,-0.000119330123456
829,-0.000110462922267
830,0.00011176568352
831,0.000108215957152
832,-3.57665670005e-05
833,-6.18537546211e-05
834,-4.71392988159e-05
835,-3.58916631662e-05
836,3.35420574435e-06
837,0.000102646996449
838,0.000233224820647
839,-5.97142168448e-05
840,-3.858998073e-05
841,8.05226278536e-06
842,7.95807259367e-05
843,0.000378548888655
844,0.000181665914726
845,8.92438638677e-05
846,-2.98704110917e-05
847,-8.83763954597e-05
848,-1.69144746677e-05
849,0.000302432586633
850,0.000157181286962
851,-5.01602389733e-05
852,-0.000185623966526
853,-0.000206714781332
854,0.000232572897969
855,8.6447058016e-05
856,-2.81768896215e-05
857,-8.83597986894e-05
858,-4.06125559368e-06
859,0.00039215795679
860,0.000172442973794
861,-5.26913219882e-05
862,-0.000212141815387
863,-0.000310755635122
864,-0.00650744258585
865,-7.95487594882e-05
866,2.16169404485e-06
867,5.51500905836e-05
868,7.2630200149e-05
869,0.000413909283379
870,0.000181408901233
871,-6.28321265303e-05
872,-0.000318213123826
873,-0.00043870276298
874,0.000416752656819
875,0.000176142879822
876,-5.5221999494e-05
877,-0.000225401546716
878,-0.000367475186357
879,0.000149878585052
880,6.20126901667e-05
881,-2.14388393265e-05
882,-7.07162736728e-05
883,-6.03741353535e-05
884,-0.00041660369415
885,0.000285598857176
886,-8.57526524403e-06
887,1.67526490222e-05
888,-0.00015924269032
889,-0.014640253577
890,-0.0045659610449
891,1.851953373e-05
892,-4.23552303737e-05
893,-0.000118024852447
894,-8.48435254703e-05
895,5.67440956626e-05
896,-8.3982198596e-05
897,1.2279223974e-05
898,5.54766307495e-05
899,0.000118589706196
900,-2.25893268113e-05
901,-1.14288176017e-05
902,-2.09493484844e-05
903,0.000129073807608
904,0.000202757137286
905,-2.755752773e-05
906,-2.42264297259e-06
907,4.79300682686e-05
908,-0.00609260455929
909,0.000162927682144
910,5.66978707808e-06
911,-3.28841579991e-05
912,-7.27576440304e-05
913,6.26096646222e-05
914,0.000162969125012
915,-1.09781820441e-05
916,-3.28819382417e-05
917,-8.40829136397e-05
918,3.84675593629e-05
919,0.000118741667291
920,-2.42331765749e-05
921,-1.60906104391e-05
922,-4.63432583395e-05
923,0.000124859955013
924,0.000207676216533
925,5.37178542573e-06
926,-3.70934352165e-05
927,-0.000114253130993
928,-2.64271042829e-05
929,0.000176817849793
930,-1.28575138152e-05
931,-2.41673608703e-06
932,6.67941554894e-05
933,0.000402970500108
934,0.000132370194456
935,1.44200866082e-05
936,8.18885191311e-05
937,0.000258080849806
938,3.04729080726e-05
939,-4.35594346129e-05
940,-0.000144423808478
941,-7.16824545141e-05
942,0.000508019638562
943,0.000113516926308
944,-0.000103357803731
945,-0.000351842699254
946,-0.0004684419513
947,0.000118673935128
948,-4.41455076789e-05
949,6.031297344e-06
950,7.80783335368e-05
951,0.000313606255007
952,-0.000600074117851
953,0.00439186220737
954,0.000991824204149
955,-1.85369027058e-05
956,2.18951947914e-05
957,-1.65005600944e-05
958,0.00133086792229
959,0.00144453800045
960,0.000638459991296
961,0.0625841127283
962,0.000703595180321
963,-0.001609772818
964,-0.00202465982403
965,0.000402642527577
966,-0.00125416304174
967,0.0107219142615
968,0.00273474906618
969,-0.038283961348
970,-0.0303220743706
971,-0.0265722640456
972,0.0542644143866
973,-0.00228689641164
974,-0.00108621587687
975,0.000142707621663
976,-0.00157402438527
977,-0.00106347182446
978,0.0254439657593
979,0.0106223667006
980,-0.00190341931049
981,-0.00096812905088
982,0.000107283184594
983,-0.00363491445125
984,-0.00155667588006
985,0.000137354753165
986,-0.00102366151075
987,-0.000657673741368
988,9.10653002004e-06
989,-0.0026721535102
990,-0.00111025400285
991,8.23661601758e-05
992,-0.00115861940863
993,-0.000872145140149
994,-0.0298206949348
995,-0.0132627722323
996,0.000309092832658
997,-0.000419091493894
998,6.98875787015e-05
999,0.00219195304382
1000,-0.00160116096339
1001,-0.056474488888
1002,-0.0246579179688
1003,-0.00156750554972
1004,8.20904319758e-05
1005,0.00654956156284
1006,-0.000992469642303
1007,0.000169085342553
1008,-0.00114617419782
1009,0.0140634949735
1010,0.0052623407659
1011,0.000700697910688
1012,-0.00138296457889
1013,0.000645695688622
1014,0.000109707072491
1015,-0.00106599564432
1016,0.017140190776
1017,0.00667006247111
1018,-0.00173473792059
1019,-0.00104695108428
1020,-0.000386477999603
