,all stations
683,9.76564830568e-08
684,2.72903443226e-07
685,-1.52145625784e-06
686,-8.2123879629e-08
687,4.47585509984e-07
688,3.6099064101e-06
689,7.08763743696e-06
690,-7.68013198203e-08
691,-3.44343445134e-08
692,6.25836359528e-08
693,1.69939381466e-07
694,4.35120709033e-07
695,3.59147925293e-08
696,-3.02779608248e-08
697,6.7549848238e-08
698,2.64068144515e-07
699,5.41647510461e-07
700,2.9789539259e-08
701,-1.3044534535e-08
702,4.94836790055e-08
703,8.19652723025e-08
704,2.62140870809e-07
705,2.53723316605e-07
706,5.55650784889e-08
707,2.89798656379e-08
708,3.61398729844e-08
709,2.14339955647e-07
710,4.83446378646e-08
711,-8.88624790939e-10
712,4.01760634761e-08
713,9.06446138357e-08
714,2.55136820745e-07
715,1.10545772702e-07
716,1.91409732365e-08
717,2.25880415921e-08
718,-1.8339763215e-08
719,7.9711738047e-08
720,7.9409566887e-08
721,2.61333093312e-08
722,1.28476252306e-08
723,-2.83033838133e-08
724,3.34596363663e-08
725,2.29442536168e-08
726,4.51045329775e-09
727,3.01795289232e-08
728,5.10260192892e-08
729,2.35716360185e-07
730,8.5272368841e-08
731,-2.02658385728e-08
732,6.75600724544e-08
733,2.54153268087e-07
734,5.1628391536e-07
735,4.0136151294e-08
736,1.14913347861e-08
737,4.11420048299e-08
738,1.00574201797e-07
739,3.91573301978e-07
740,-1.63300834969e-07
741,-1.18528647564e-07
742,1.13675008534e-07
743,3.78035948497e-07
744,8.34363042373e-07
745,-2.25718905733e-06
746,-8.81929817515e-07
747,-1.74265497732e-07
748,2.19412922163e-08
749,-6.32469205261e-07
750,-1.32524335113e-06
751,-2.64375577069e-07
752,-9.107834979e-08
753,-9.83947434771e-09
754,4.48350446526e-09
755,-2.6020969932e-07
756,2.42506785006e-07
757,1.83449232215e-07
758,-5.07118215217e-07
759,2.97541733652e-08
760,5.48234453993e-07
761,-1.85425607224e-07
762,-1.2815720284e-07
763,1.96750516307e-07
764,-8.02874718095e-07
765,-1.95649861886e-06
766,-4.79594561956e-06
767,4.83189602305e-08
768,1.52771556755e-07
769,1.08258306579e-06
770,4.7332840784e-06
771,-1.29294340993e-06
772,-8.2631890649e-08
773,-2.07047600562e-06
774,-2.98437499891e-08
775,6.26871392552e-07
776,1.7095843963e-06
777,2.89087825857e-06
778,8.8901936949e-07
779,2.16657491533e-07
780,4.02106914502e-08
781,3.16379422783e-07
782,9.95702541483e-07
783,2.21706758965e-07
784,-4.31142156108e-08
785,9.19836303476e-08
786,6.94685399369e-07
787,1.96654332736e-06
788,2.43523928677e-07
789,5.62638489489e-07
790,1.20392776107e-06
791,1.98392302209e-06
792,1.64257807064e-06
793,3.6804421667e-06
794,-6.11313760572e-07
795,3.14299873189e-08
796,5.37863113383e-07
797,1.70074789804e-07
798,8.43222006265e-07
799,1.63806265248e-06
800,1.69016021234e-06
801,-2.07252037818e-07
802,-3.03995578903e-06
803,6.56108228082e-08
804,2.62196760371e-06
805,8.0775137972e-07
806,-9.0423197002e-07
807,-2.87802947582e-06
808,-3.54231001129e-06
809,4.08161001676e-07
810,3.09322555089e-07
811,-3.06641119975e-07
812,-1.34912737447e-06
813,-2.48558045867e-06
814,1.12885642982e-06
815,7.61737518928e-07
816,-4.12852366378e-07
817,-1.40886374571e-06
818,-2.78199043748e-06
819,-9.65581356174e-08
820,3.86667573945e-08
821,-1.08221998522e-06
822,3.00815603383e-06
823,-9.4022425766e-06
824,-5.53639457298e-05
825,1.44457389571e-07
826,4.01739350302e-07
827,-4.75368266043e-07
828,1.48968567351e-06
829,4.07783422987e-07
830,-1.49686301377e-06
831,-1.82663400284e-06
832,-1.53281356244e-06
833,1.63294548808e-05
834,-1.1247198439e-06
835,-2.53847344193e-07
836,-2.45065128263e-05
837,3.63354183431e-05
838,-5.66191718963e-07
839,-2.00994634859e-07
840,-1.46884189753e-05
841,-2.40964945606e-05
842,1.55235481529e-06
843,1.21922087148e-07
844,1.47505558198e-07
845,4.47802184035e-07
846,1.02082697624e-06
847,-1.05966709836e-05
848,-4.34966379699e-06
849,-3.37940331918e-06
850,-1.40682197551e-06
851,-5.59615235462e-07
852,-2.12848852529e-06
853,9.24116181061e-09
854,1.68817087094e-06
855,3.81120145456e-06
856,4.66386998958e-06
857,4.6318318137e-07
858,1.36852859016e-07
859,6.54706022417e-06
860,1.38596464967e-07
861,-5.03276012523e-07
862,-1.0217487202e-06
863,-3.47581526993e-07
864,-1.52311067886e-07
865,-1.26381308361e-07
866,-9.51843059027e-07
867,-1.00091251429e-06
868,-1.35864346777e-07
869,-6.91324949641e-07
870,-4.3623631847e-07
871,-6.42235951063e-07
872,3.16336887241e-10
873,-6.11529738366e-07
874,1.58711932301e-07
875,2.41080412453e-07
876,-1.49507058736e-06
877,0.000169146266079
878,-3.46324970293e-06
879,-1.83629441559e-06
880,-2.70341831337e-07
881,1.29466022234e-07
882,2.98806895705e-07
883,-2.30784472343e-06
884,-1.65408345722e-06
885,-4.12809000221e-07
886,5.69405266385e-07
887,1.19766934857e-06
888,1.65128451519e-06
889,7.24969915387e-07
890,2.43764184172e-07
891,-5.64033415485e-07
892,-1.32543125588e-06
893,1.80398095609e-05
894,1.03588176388e-05
895,-5.50307150749e-07
896,7.55699775282e-07
897,1.78268640938e-06
898,-7.8702667338e-07
899,1.90741138602e-07
900,3.90516268089e-06
901,-7.63275107428e-06
902,-2.32260559846e-06
903,-2.24951471698e-06
904,-1.53549492429e-06
905,-8.10297860772e-06
906,-2.56366019634e-05
907,1.51123072102e-05
908,-1.24269572761e-05
909,-7.67579517335e-07
910,-5.06144101013e-06
911,-4.30555273589e-06
912,-3.01217664403e-06
913,3.05733987338e-07
914,6.07531640794e-06
915,6.87931663073e-07
916,1.95400204226e-07
917,3.54927647034e-08
918,2.73476986062e-07
919,-1.75565816984e-06
920,1.14935746309e-06
921,-1.02204422635e-06
922,-5.55039573573e-06
923,-3.88760806138e-06
924,-1.82143289406e-06
925,-1.40128728325e-06
926,-3.83749241125e-06
927,6.25389753774e-06
928,3.64711721192e-06
929,1.3859450024e-06
930,-2.9809327951e-07
931,-1.30434606025e-06
932,-3.0160608824e-06
933,-2.22966192333e-06
934,2.12305026387e-07
935,4.32296015963e-08
936,3.25541945031e-07
937,5.68790825177e-06
938,3.33340339952e-06
939,-5.04436402841e-06
940,-3.48942805421e-06
941,-2.73210602756e-06
942,-2.07028372185e-06
943,-1.20488929644e-07
944,2.68988666223e-07
945,1.49404410918e-06
946,1.04456267737e-06
947,1.56505259994e-07
948,-2.61945774566e-07
949,-2.23429607127e-06
950,-3.35082934342e-07
951,3.50135582068e-07
952,-1.12982474214e-06
953,1.22831072561e-07
954,2.63778226349e-08
955,-3.76691884699e-07
956,7.85330720376e-09
957,2.19495487195e-07
958,-1.43801912841e-06
959,-6.18314673247e-09
960,8.12510633818e-09
961,-2.13501097876e-06
962,-5.65731424979e-08
963,4.78383676419e-07
964,5.95291609986e-08
965,2.20735651159e-08
966,2.28804013327e-07
967,6.1920938202e-08
968,-6.37919457709e-10
969,2.47354248763e-08
970,-7.10845674459e-08
971,1.20237814606e-07
972,4.70758287625e-07
973,6.94584032911e-08
974,3.53307115174e-08
975,2.06113427634e-07
976,-1.59677736853e-08
977,9.40266004536e-08
978,3.04399434103e-07
979,-1.37791054899e-08
980,7.97830101997e-08
981,-7.55266417291e-06
982,-8.37130943116e-08
983,1.20535507548e-07
984,-7.37042451235e-06
985,-6.79355785086e-08
986,1.12952036699e-07
987,3.1940423597e-07
988,-3.28196175957e-08
989,1.12964291672e-07
990,3.49712755889e-07
991,-2.57847758665e-08
992,1.30053216731e-07
993,5.08917076786e-07
994,6.94643854156e-08
995,4.65346583047e-08
996,2.21226016541e-07
997,-4.35394440939e-08
998,1.48915482967e-07
999,5.46364293819e-07
1000,4.68509544055e-08
1001,6.75154826326e-08
1002,-4.64498485716e-07
1003,1.03374571395e-06
1004,2.51784553028e-06
1005,4.02446576584e-06
1006,1.76333435162e-06
1007,4.40379454457e-08
1008,1.16559188579e-06
1009,1.25429656071e-06
1010,7.88797109115e-08
1011,1.70541979318e-07
1012,1.47276492409e-06
1013,2.87831908981e-06
1014,-9.0749503395e-08
1015,9.07224001218e-08
1016,8.16915500284e-07
1017,1.92981912045e-06
1018,1.21383278198e-06
1019,1.42212098399e-06
1020,1.33729268569e-06
1021,7.99767279728e-07
1022,4.84829172193e-06
1023,1.93843263621e-07
1024,3.00878699364e-08
1025,9.90762708403e-07
1026,-4.28769666432e-07
1027,2.72852223992e-07
1028,6.54312020141e-05
1029,-1.70302649235e-05
1030,-8.08872171048e-06
1031,-1.65235616119e-09
1032,7.89462413732e-06
1033,1.95709440339e-06
1034,1.34375550261e-06
1035,4.403149569e-08
1036,-1.71525982395e-07
1037,-3.4259256443e-08
1038,3.45150743923e-08
1039,8.12894775529e-08
1040,-2.00590810392e-06
1041,-4.62357915797e-07
1042,3.36217547909e-08
1043,1.09619254694e-07
1044,2.91827605674e-07
1045,4.77137855301e-07
1046,3.80613723e-08
1047,-6.44845183357e-07
1048,4.18194483095e-07
1049,-8.87421301322e-06
1050,1.98078625572e-08
1051,8.2823337767e-06
1052,1.01937924624e-07
1053,2.26596502374e-07
1054,3.63074612207e-08
1055,-3.41043383168e-07
1056,1.42830479073e-07
1057,4.04453154644e-07
1058,3.71358906343e-08
1059,-4.66622756083e-07
1060,-3.14907693331e-06
1061,-9.3811685631e-07
1062,3.20201947687e-08
1063,3.61101891972e-07
1064,3.05387889616e-06
1065,1.36388324637e-06
1066,3.96507656088e-08
1067,-9.69774835081e-07
1068,1.50017856222e-05
1069,-1.90705624574e-07
1070,3.420933967e-08
1071,2.35390954883e-07
1072,2.70680752221e-07
1073,3.62316682467e-07
1074,3.71515463549e-08
1075,-6.44732758911e-07
1076,1.6838650791e-05
1077,-4.20797955964e-07
1078,3.40665798995e-08
1079,-3.70250504331e-08
1080,-7.92585024632e-07
1081,7.23987718319e-07
1082,-4.80842283286e-07
1083,-4.10581678103e-06
1084,-9.93813370526e-06
1085,-4.11221162653e-07
1086,8.02141634789e-07
1087,-2.20104472117e-07
1088,-3.06666540484e-06
1089,-7.87617233849e-06
1090,-1.90373458111e-07
1091,-8.93534803607e-06
1092,-3.59143499934e-05
1093,-8.35204893789e-05
1094,-0.000138592758033
1095,-3.23646731227e-07
1096,7.77062865952e-07
1097,-3.39596232659e-07
1098,-8.73682933077e-07
1099,5.06793151177e-07
1100,-1.64000747658e-06
1101,-6.42451833053e-06
1102,-1.21394308575e-05
1103,2.26630918884e-06
1104,4.21652751018e-08
1105,1.11753901507e-06
1106,-1.62015435434e-05
1107,-2.03002542044e-05
1108,2.17258913702e-08
1109,1.46743986666e-06
1110,2.19640394916e-06
1111,3.70062436606e-08
1112,1.82060784446e-06
1113,3.65743995745e-08
1114,1.46461556647e-06
1115,-1.69020900897e-05
1116,-5.08027602125e-05
1117,1.55200542824e-06
1118,3.44884517126e-08
1119,1.20621915675e-06
1120,1.5876364216e-06
1121,2.86118017039e-08
1122,1.54134492292e-06
